label,q1,q2
1,Q247507,Q062272
1,Q438506,Q629997
1,Q238847,Q503216
0,Q257918,Q267529
1,Q089651,Q572392
0,Q205631,Q495287
1,Q421317,Q617593
1,Q682947,Q405235
0,Q087662,Q520217
0,Q042575,Q588478
1,Q311352,Q043230
0,Q604818,Q522214
1,Q126891,Q156595
1,Q393879,Q178001
1,Q613798,Q108415
0,Q410594,Q672720
1,Q388739,Q066137
1,Q092715,Q645635
1,Q408107,Q289440
1,Q521909,Q630335
0,Q657375,Q130901
1,Q281814,Q147531
0,Q678425,Q212160
1,Q620929,Q200134
1,Q551990,Q488577
0,Q136788,Q596737
1,Q607314,Q699881
0,Q374761,Q529418
0,Q496202,Q478634
1,Q523728,Q636945
1,Q037513,Q305794
0,Q388997,Q243187
0,Q115723,Q274683
1,Q336795,Q135503
1,Q066879,Q310871
0,Q266258,Q549322
0,Q413395,Q207862
1,Q067556,Q030960
1,Q227004,Q538820
1,Q200910,Q275150
0,Q577937,Q003580
1,Q383266,Q602056
1,Q710903,Q241026
1,Q699699,Q570967
0,Q148347,Q280137
1,Q145579,Q157424
1,Q575749,Q187477
0,Q490778,Q006887
0,Q387451,Q146664
0,Q469341,Q200311
0,Q547524,Q044398
1,Q223555,Q345285
1,Q428431,Q618370
0,Q170763,Q287200
0,Q203046,Q277931
0,Q266601,Q125162
1,Q512730,Q544840
1,Q406192,Q028823
0,Q178525,Q266107
0,Q343563,Q107940
1,Q064359,Q356188
0,Q074445,Q475002
1,Q247100,Q715180
1,Q720798,Q276936
0,Q519397,Q060543
1,Q213575,Q297602
0,Q123869,Q390038
1,Q118039,Q477247
0,Q465914,Q528786
1,Q304660,Q422654
1,Q223315,Q465376
1,Q379018,Q109428
0,Q519125,Q383865
0,Q638822,Q596953
1,Q627692,Q629520
1,Q055824,Q634870
0,Q395909,Q220373
1,Q066137,Q024459
1,Q643462,Q345422
0,Q507851,Q240124
1,Q186632,Q681345
1,Q013437,Q316181
1,Q218962,Q521124
1,Q026630,Q026052
1,Q058772,Q476695
0,Q147159,Q562792
1,Q000067,Q466675
0,Q320765,Q081195
0,Q454856,Q158612
1,Q305748,Q415776
1,Q552858,Q616289
1,Q544986,Q142941
0,Q027778,Q391124
1,Q013279,Q164029
1,Q361438,Q026410
1,Q012131,Q220998
0,Q670470,Q401587
0,Q121978,Q643960
1,Q443135,Q252270
1,Q495786,Q303591
1,Q318246,Q403013
1,Q611716,Q477679
0,Q015814,Q646790
1,Q666082,Q715190
1,Q162992,Q400965
1,Q399096,Q477500
1,Q456388,Q674481
1,Q269490,Q518638
0,Q385826,Q304201
1,Q248966,Q632036
0,Q280287,Q349780
0,Q034999,Q522498
1,Q267863,Q618119
1,Q617818,Q631546
1,Q151188,Q196235
0,Q601190,Q025893
1,Q191831,Q374524
1,Q081222,Q571961
0,Q015275,Q045881
0,Q160654,Q269330
1,Q101805,Q424853
0,Q079276,Q543420
0,Q220365,Q512762
1,Q543100,Q558278
1,Q255111,Q412136
1,Q098689,Q589652
0,Q507885,Q264359
1,Q270450,Q671610
0,Q247598,Q324255
1,Q083422,Q252023
1,Q158052,Q549114
0,Q468874,Q359283
0,Q094392,Q534201
1,Q650907,Q470826
1,Q442152,Q346829
0,Q527599,Q367749
0,Q331371,Q280217
1,Q581268,Q530436
0,Q356125,Q223960
1,Q364984,Q652465
1,Q416181,Q337089
0,Q253043,Q401689
1,Q440737,Q369398
1,Q662982,Q038809
0,Q512420,Q350934
1,Q507911,Q556131
1,Q207656,Q147574
0,Q380189,Q143964
0,Q050224,Q001970
1,Q210924,Q694360
0,Q054587,Q317633
0,Q177565,Q502571
1,Q542409,Q324660
1,Q590731,Q081759
1,Q243215,Q504008
0,Q239654,Q318853
1,Q060548,Q282140
0,Q143918,Q653986
0,Q380649,Q321368
0,Q125883,Q445436
0,Q723720,Q351962
1,Q241319,Q409570
0,Q705211,Q400669
1,Q217208,Q114621
1,Q072829,Q061131
0,Q329684,Q428545
0,Q321367,Q569789
1,Q328682,Q519470
1,Q635656,Q302033
0,Q426277,Q573442
1,Q508836,Q208340
1,Q637669,Q721071
0,Q129080,Q543210
0,Q336535,Q648657
0,Q097665,Q554960
0,Q143280,Q330963
1,Q546971,Q296575
0,Q053105,Q586029
0,Q490718,Q596427
0,Q478388,Q091608
1,Q252059,Q106260
1,Q348366,Q724664
0,Q041157,Q189537
1,Q315154,Q424819
0,Q104712,Q520798
1,Q142970,Q574912
0,Q640078,Q556183
1,Q564120,Q700756
0,Q102444,Q531136
1,Q576277,Q646281
1,Q370506,Q366698
1,Q020994,Q371502
1,Q566045,Q085082
1,Q383228,Q692250
1,Q509830,Q308880
1,Q672570,Q295250
0,Q117316,Q716969
0,Q208231,Q149256
1,Q620169,Q529701
0,Q630478,Q035098
0,Q355523,Q005793
1,Q587187,Q584658
0,Q556337,Q157211
1,Q699996,Q003165
1,Q662604,Q540860
1,Q180246,Q045051
1,Q328141,Q702848
0,Q138366,Q236269
1,Q002989,Q527945
0,Q609662,Q339557
1,Q394944,Q580605
1,Q201808,Q219413
0,Q570148,Q349143
1,Q364416,Q470633
0,Q145824,Q020994
0,Q065589,Q125650
0,Q365687,Q114033
1,Q716756,Q072723
0,Q720310,Q289588
1,Q378737,Q060284
1,Q102856,Q550121
0,Q658653,Q029652
0,Q106084,Q285396
1,Q395798,Q582170
0,Q346537,Q433884
1,Q009944,Q428109
1,Q007395,Q411925
0,Q320293,Q692821
1,Q662142,Q590544
0,Q235659,Q696249
1,Q553522,Q699198
0,Q126003,Q564399
1,Q349731,Q674646
1,Q441608,Q132470
1,Q682440,Q094142
1,Q113556,Q385747
1,Q315621,Q290598
1,Q209692,Q517564
0,Q277941,Q565051
1,Q688228,Q293767
1,Q055503,Q604501
1,Q379121,Q529837
0,Q429107,Q231802
0,Q092899,Q535008
1,Q313682,Q604319
1,Q472344,Q434510
0,Q661059,Q135307
1,Q483111,Q678853
0,Q049048,Q493486
0,Q635897,Q425644
1,Q352651,Q119558
1,Q166957,Q125265
0,Q327681,Q357564
0,Q635749,Q624305
1,Q616217,Q204075
0,Q649187,Q708864
1,Q704303,Q525215
1,Q724194,Q511639
0,Q135273,Q002306
0,Q384045,Q500510
0,Q030852,Q526534
1,Q011168,Q114279
1,Q126983,Q134457
1,Q149676,Q315436
0,Q161763,Q484480
1,Q037790,Q556062
0,Q123523,Q453965
0,Q552912,Q614189
0,Q142027,Q421973
0,Q571091,Q114043
1,Q461452,Q224814
1,Q218914,Q141752
1,Q086532,Q153871
0,Q161844,Q489809
0,Q002562,Q423655
1,Q015658,Q147673
0,Q480596,Q380497
0,Q198398,Q119490
1,Q383228,Q304561
1,Q370739,Q247727
1,Q313229,Q498333
1,Q506053,Q436226
1,Q591245,Q682304
1,Q129385,Q218246
1,Q696028,Q689374
0,Q689391,Q241538
0,Q222163,Q170789
1,Q200375,Q455798
0,Q282675,Q281913
1,Q222096,Q234035
1,Q123973,Q030960
1,Q103365,Q665472
1,Q297869,Q444177
1,Q584777,Q488037
1,Q451912,Q052675
1,Q353307,Q147578
1,Q346738,Q725005
1,Q076124,Q562217
0,Q270095,Q251263
0,Q145969,Q289366
0,Q708085,Q305973
0,Q037481,Q336379
0,Q516110,Q679314
0,Q148765,Q240185
1,Q387332,Q490099
1,Q336383,Q146052
1,Q513934,Q207723
1,Q370739,Q169505
1,Q104739,Q326290
0,Q335770,Q654317
0,Q544606,Q321444
1,Q088945,Q438259
0,Q195699,Q477048
1,Q171578,Q138726
1,Q152457,Q324910
1,Q094628,Q715420
1,Q391077,Q678444
0,Q130821,Q682952
0,Q167947,Q093596
1,Q523614,Q415974
1,Q323532,Q498333
1,Q262315,Q243766
0,Q064484,Q066338
1,Q134175,Q103712
1,Q384583,Q596828
0,Q118876,Q274051
1,Q611790,Q173404
0,Q142349,Q265598
1,Q286574,Q526665
1,Q609836,Q176561
1,Q211846,Q253795
1,Q611481,Q381783
1,Q032986,Q662604
0,Q517116,Q480995
1,Q089124,Q322766
0,Q032584,Q689708
0,Q517890,Q120312
0,Q642215,Q566814
0,Q170171,Q644163
1,Q004507,Q370135
1,Q617407,Q144961
0,Q185415,Q017481
1,Q067294,Q472559
1,Q660539,Q309343
0,Q559134,Q680323
0,Q242966,Q031733
0,Q195783,Q402229
1,Q469653,Q350868
1,Q273651,Q478925
0,Q129080,Q583201
0,Q212578,Q277698
0,Q245714,Q421434
0,Q582953,Q720973
0,Q335355,Q514851
0,Q279040,Q022133
1,Q080532,Q632205
1,Q418494,Q505873
1,Q158721,Q468329
0,Q711735,Q248910
1,Q441544,Q500334
0,Q313320,Q128832
0,Q531241,Q322131
1,Q336196,Q308139
0,Q011510,Q133579
0,Q228013,Q607404
0,Q288713,Q520681
1,Q333069,Q279757
0,Q082294,Q661712
0,Q030084,Q278333
1,Q606548,Q017955
0,Q326315,Q569212
0,Q553650,Q414883
0,Q476550,Q008078
0,Q211077,Q469383
1,Q001753,Q211461
0,Q247398,Q418325
0,Q565050,Q424682
1,Q504887,Q339303
1,Q178161,Q261161
1,Q139612,Q052675
1,Q023272,Q703367
1,Q646945,Q382089
0,Q417713,Q458389
1,Q677561,Q367455
1,Q353575,Q541182
0,Q041398,Q051552
1,Q173786,Q371320
0,Q474254,Q115202
0,Q520892,Q202103
1,Q200039,Q685446
1,Q133351,Q548351
0,Q325324,Q577094
1,Q094567,Q034980
0,Q062924,Q604069
0,Q167677,Q303852
0,Q031683,Q590903
0,Q633070,Q316287
1,Q631912,Q137020
1,Q341707,Q573688
1,Q066244,Q565231
0,Q687767,Q299479
1,Q725845,Q620951
0,Q166888,Q090092
0,Q354653,Q413386
1,Q650230,Q709441
0,Q226085,Q044213
1,Q292415,Q103226
1,Q073293,Q661712
1,Q621396,Q243264
0,Q069462,Q318839
1,Q400686,Q321859
1,Q270353,Q537779
1,Q643248,Q072304
0,Q427925,Q684786
0,Q025574,Q587634
1,Q612261,Q530856
1,Q476236,Q098757
0,Q159574,Q712732
1,Q359316,Q135781
0,Q152730,Q619786
1,Q140818,Q696371
0,Q367749,Q105887
0,Q623547,Q076671
0,Q474601,Q063931
0,Q364996,Q494453
1,Q051482,Q523491
1,Q069372,Q020994
0,Q643320,Q393492
0,Q033447,Q457214
0,Q508358,Q672720
0,Q678336,Q031338
1,Q140818,Q591825
1,Q395459,Q140052
1,Q061580,Q139416
0,Q437280,Q273718
1,Q207796,Q216109
1,Q285656,Q000851
1,Q157211,Q616067
0,Q407950,Q572118
1,Q668003,Q236780
1,Q423182,Q149996
0,Q440748,Q646563
1,Q650373,Q088788
1,Q417049,Q385773
0,Q656257,Q050926
1,Q700094,Q581891
0,Q009744,Q555175
0,Q532977,Q351406
1,Q549252,Q596793
1,Q090623,Q289535
0,Q171391,Q726327
1,Q683763,Q125020
0,Q629115,Q420120
0,Q421457,Q576532
1,Q286795,Q569919
0,Q491165,Q307000
0,Q494303,Q448061
0,Q218014,Q609758
0,Q134438,Q470502
1,Q566531,Q472601
1,Q206579,Q275045
1,Q565614,Q595401
1,Q481575,Q006663
0,Q696865,Q547065
0,Q636369,Q197806
0,Q674806,Q635884
0,Q066246,Q114515
1,Q531956,Q071192
1,Q691342,Q271678
0,Q118330,Q614130
1,Q087230,Q544989
0,Q198360,Q671422
1,Q388856,Q506535
1,Q618559,Q313229
0,Q099135,Q080512
0,Q688000,Q464166
0,Q579012,Q659691
0,Q065415,Q319134
0,Q608705,Q182681
0,Q551879,Q616951
0,Q388123,Q265667
0,Q267166,Q012907
0,Q092949,Q542795
0,Q207303,Q525318
1,Q539249,Q311502
1,Q382228,Q343041
0,Q080633,Q289444
1,Q690901,Q255610
1,Q445918,Q135397
1,Q370173,Q374499
0,Q288522,Q429624
1,Q125472,Q326608
0,Q321139,Q162128
1,Q109676,Q342932
0,Q681427,Q164091
1,Q585321,Q587945
0,Q176708,Q121330
1,Q118299,Q066495
0,Q499930,Q643372
0,Q149195,Q409276
0,Q311288,Q547265
1,Q594457,Q599929
0,Q483871,Q612369
1,Q333830,Q268010
1,Q394362,Q411983
0,Q072422,Q165182
0,Q332657,Q022139
1,Q034274,Q652201
0,Q713109,Q325926
1,Q453132,Q131563
1,Q159977,Q645258
1,Q393053,Q457450
1,Q628252,Q043075
1,Q528281,Q270223
0,Q093267,Q194415
1,Q109700,Q682839
0,Q547000,Q098277
0,Q056919,Q640050
1,Q690189,Q380756
1,Q529152,Q097398
1,Q572475,Q185326
0,Q549301,Q373215
1,Q585696,Q153665
0,Q686726,Q522306
0,Q402189,Q675871
0,Q367834,Q301557
1,Q033166,Q085025
1,Q538411,Q409357
1,Q481285,Q710482
1,Q335877,Q426161
0,Q133339,Q356513
1,Q200134,Q031510
0,Q248798,Q277187
0,Q033578,Q455226
1,Q088592,Q026191
1,Q255226,Q303534
1,Q226904,Q371100
0,Q334866,Q714501
1,Q485074,Q647679
0,Q478742,Q496865
0,Q705078,Q052533
0,Q173627,Q292408
0,Q531794,Q181180
0,Q406627,Q450568
0,Q591803,Q616620
0,Q269288,Q309492
0,Q584825,Q582132
1,Q216149,Q120664
0,Q447970,Q224452
1,Q202242,Q354840
1,Q178161,Q702808
1,Q477297,Q091817
0,Q666886,Q480564
1,Q501131,Q311126
1,Q525075,Q176802
0,Q125938,Q238058
1,Q136158,Q357439
0,Q074177,Q254816
1,Q147030,Q431044
1,Q156251,Q479755
0,Q643372,Q382818
1,Q561461,Q541060
0,Q687923,Q580605
1,Q085715,Q073841
0,Q449521,Q324917
0,Q177348,Q435947
1,Q165233,Q126457
1,Q045115,Q366144
1,Q487847,Q569974
1,Q069372,Q485074
0,Q551267,Q549126
0,Q368017,Q368193
1,Q668373,Q450711
1,Q608454,Q364296
0,Q410207,Q706056
1,Q325676,Q123266
1,Q449450,Q060616
1,Q662650,Q500658
1,Q290630,Q422424
0,Q530907,Q482043
1,Q375388,Q269181
1,Q095969,Q471697
1,Q684150,Q365841
1,Q039081,Q515547
1,Q678760,Q083457
1,Q700022,Q212935
1,Q317550,Q125124
1,Q629404,Q397713
1,Q551310,Q722983
0,Q097125,Q653767
0,Q368127,Q298311
1,Q579918,Q192473
1,Q388851,Q008043
0,Q578594,Q610504
0,Q075159,Q720421
1,Q119369,Q384497
1,Q447352,Q724862
0,Q718602,Q342932
0,Q306159,Q712676
1,Q498840,Q654057
1,Q016009,Q314986
0,Q507690,Q132344
0,Q342782,Q217497
1,Q614615,Q202083
1,Q237954,Q718712
0,Q448930,Q649706
0,Q095487,Q660832
0,Q011916,Q343840
1,Q332991,Q044864
0,Q670346,Q023205
1,Q418742,Q578206
1,Q590347,Q011670
1,Q038552,Q471454
0,Q379495,Q369587
0,Q256269,Q249470
0,Q410405,Q238618
1,Q507867,Q037395
0,Q620176,Q075725
1,Q692621,Q071062
1,Q476571,Q555188
1,Q614392,Q636399
1,Q062613,Q410879
1,Q359010,Q145859
1,Q256357,Q130061
1,Q183048,Q642109
0,Q641677,Q456526
1,Q584687,Q142805
0,Q395443,Q463490
1,Q398259,Q176319
1,Q434950,Q024843
0,Q685478,Q095818
0,Q316010,Q148920
1,Q480480,Q300888
1,Q007927,Q600273
1,Q714501,Q520620
1,Q033290,Q350291
0,Q405641,Q666952
0,Q003896,Q390157
0,Q289382,Q656676
1,Q355366,Q716246
1,Q430433,Q533492
1,Q523946,Q172499
0,Q303904,Q659763
1,Q694875,Q315134
1,Q671234,Q650271
0,Q541822,Q676598
1,Q356012,Q128981
1,Q455653,Q350966
1,Q169760,Q368362
0,Q006232,Q066744
0,Q579184,Q058857
0,Q484939,Q536623
1,Q567474,Q358380
1,Q494177,Q598636
1,Q136202,Q352029
1,Q540509,Q643037
1,Q146386,Q568073
0,Q321914,Q447719
0,Q032038,Q695396
1,Q341440,Q123228
1,Q348924,Q464923
0,Q624305,Q425214
1,Q486371,Q529152
0,Q572213,Q489543
0,Q192233,Q263876
1,Q685446,Q350126
0,Q067394,Q707346
1,Q610378,Q086525
0,Q076705,Q122153
1,Q313080,Q155588
0,Q533729,Q087792
1,Q639967,Q156645
0,Q299626,Q089160
1,Q055304,Q722927
1,Q714228,Q583564
1,Q382470,Q263180
0,Q303899,Q402524
1,Q457659,Q562171
1,Q434356,Q256497
0,Q664986,Q172502
0,Q441726,Q577394
1,Q447489,Q210429
0,Q538142,Q023497
0,Q681209,Q453576
0,Q072311,Q458540
0,Q461414,Q685327
1,Q256117,Q324076
1,Q139612,Q562585
0,Q283119,Q646790
0,Q569363,Q484939
1,Q049685,Q504000
0,Q518705,Q548366
1,Q711865,Q477528
0,Q585363,Q562224
1,Q135397,Q653925
1,Q241026,Q315679
0,Q044959,Q402225
0,Q596365,Q162751
0,Q294780,Q484013
0,Q334049,Q158124
1,Q626057,Q171933
0,Q141955,Q578085
1,Q211281,Q671834
0,Q222515,Q307531
1,Q657348,Q158735
1,Q376426,Q513565
1,Q320454,Q519178
0,Q634916,Q562500
0,Q351290,Q311671
0,Q637542,Q107543
1,Q358379,Q388908
0,Q418397,Q495094
1,Q399228,Q062984
1,Q006014,Q181145
1,Q001412,Q055992
0,Q682371,Q701985
1,Q514908,Q458774
1,Q317769,Q425471
1,Q247154,Q229793
0,Q375251,Q264539
0,Q633630,Q670254
1,Q668820,Q136685
1,Q531605,Q638140
1,Q717080,Q124984
0,Q058650,Q550086
1,Q154288,Q688913
0,Q283119,Q223677
1,Q034440,Q577310
0,Q265134,Q198774
0,Q479125,Q132353
0,Q137119,Q237000
1,Q192185,Q089080
0,Q481000,Q363912
1,Q457529,Q338255
1,Q164832,Q563104
1,Q494179,Q533053
0,Q582193,Q702501
1,Q692969,Q501886
1,Q386344,Q194805
1,Q081826,Q438596
0,Q123891,Q283811
1,Q220279,Q165900
1,Q390548,Q182925
0,Q005940,Q714725
0,Q617708,Q511741
0,Q405351,Q527154
0,Q402802,Q164679
0,Q687649,Q637937
1,Q356529,Q351263
1,Q550264,Q145935
1,Q516092,Q440128
0,Q291139,Q179930
0,Q636621,Q696249
0,Q626485,Q717201
0,Q040315,Q390429
1,Q196585,Q569797
0,Q333226,Q094208
1,Q202258,Q517156
1,Q431311,Q487792
0,Q072806,Q272973
0,Q028019,Q084573
0,Q120683,Q026686
0,Q082963,Q269008
1,Q225617,Q714501
0,Q343580,Q188196
1,Q520681,Q659879
1,Q016009,Q045195
0,Q481000,Q727881
1,Q280403,Q040466
0,Q251263,Q095209
0,Q058415,Q511333
1,Q452202,Q562171
1,Q200687,Q111762
1,Q107940,Q092028
0,Q462804,Q326031
1,Q588377,Q505873
0,Q592414,Q282210
0,Q129345,Q344676
0,Q699961,Q593044
0,Q208115,Q674846
1,Q422424,Q684463
1,Q325660,Q115090
1,Q058231,Q112100
0,Q323359,Q312157
0,Q229357,Q420939
1,Q200984,Q586024
1,Q727881,Q310124
0,Q354850,Q091943
0,Q585148,Q555026
1,Q258828,Q180412
0,Q677085,Q707180
0,Q626948,Q333100
0,Q244508,Q447042
0,Q089419,Q132603
0,Q715881,Q259349
1,Q520790,Q593198
1,Q165357,Q178479
1,Q230867,Q636323
1,Q600909,Q613435
1,Q657838,Q436579
1,Q167523,Q443150
0,Q085520,Q094528
0,Q142210,Q479550
0,Q477625,Q616352
1,Q517303,Q106040
0,Q181217,Q579773
0,Q133304,Q680911
1,Q491818,Q310906
1,Q444699,Q202094
0,Q300267,Q707263
1,Q046523,Q002050
1,Q717078,Q009036
1,Q560722,Q531537
0,Q488941,Q211361
1,Q339644,Q082277
1,Q175432,Q204920
1,Q481344,Q182279
1,Q168550,Q066137
0,Q207869,Q517116
1,Q632400,Q354140
0,Q053636,Q367874
0,Q409554,Q630640
1,Q553648,Q159098
1,Q227313,Q136845
0,Q193517,Q590903
0,Q102347,Q528481
1,Q211851,Q401545
1,Q186804,Q525883
0,Q414186,Q661539
0,Q011148,Q053848
1,Q160432,Q275328
1,Q399096,Q374285
0,Q007001,Q046803
0,Q648905,Q608945
1,Q642216,Q489732
0,Q385753,Q159217
0,Q409570,Q326315
1,Q512986,Q190477
0,Q328231,Q144197
1,Q450557,Q275320
1,Q383827,Q637045
0,Q165166,Q026951
1,Q607458,Q692868
0,Q257464,Q548881
0,Q541213,Q609483
0,Q106202,Q329038
0,Q645635,Q195566
0,Q484820,Q137534
0,Q075800,Q602314
0,Q065011,Q239248
1,Q015177,Q548774
0,Q202359,Q231582
1,Q155588,Q439122
1,Q360337,Q666994
0,Q545714,Q060163
1,Q275206,Q654175
1,Q445467,Q479577
0,Q263180,Q451988
1,Q688098,Q524218
0,Q470502,Q416908
1,Q053001,Q709896
0,Q040876,Q496649
1,Q475909,Q660579
1,Q576754,Q491608
0,Q287246,Q145017
0,Q281584,Q402988
0,Q099786,Q187096
0,Q385826,Q584930
0,Q203398,Q173689
0,Q200953,Q056461
1,Q142805,Q187086
1,Q525063,Q567305
0,Q484480,Q148347
1,Q216696,Q289382
1,Q527316,Q356676
1,Q130934,Q491725
1,Q635903,Q207259
1,Q191200,Q486926
1,Q316853,Q506384
1,Q355745,Q374499
0,Q256291,Q621246
0,Q475923,Q073448
1,Q246560,Q320381
1,Q307743,Q484478
1,Q639346,Q668936
0,Q672041,Q387934
0,Q295914,Q709035
1,Q630139,Q218442
1,Q331828,Q631149
1,Q555197,Q092715
0,Q450606,Q685503
1,Q101916,Q479246
1,Q143237,Q480637
1,Q607694,Q388694
1,Q015402,Q204776
0,Q258606,Q690057
0,Q477427,Q340134
0,Q380084,Q476522
0,Q329016,Q673109
0,Q693326,Q574857
1,Q506938,Q497043
0,Q239126,Q437494
1,Q594589,Q222453
0,Q052931,Q264359
1,Q488587,Q207400
1,Q710205,Q593383
0,Q259366,Q468478
1,Q434076,Q337208
1,Q188036,Q409147
1,Q660190,Q509441
1,Q611091,Q645883
0,Q293792,Q704944
1,Q252625,Q355284
1,Q510686,Q282057
1,Q201591,Q276936
0,Q640370,Q150124
0,Q007902,Q496459
1,Q700827,Q094323
0,Q023017,Q320568
1,Q002075,Q033312
0,Q675912,Q522245
0,Q627669,Q176687
0,Q699512,Q603758
1,Q629276,Q262286
1,Q376293,Q008251
0,Q354595,Q247424
1,Q504459,Q280496
1,Q411578,Q131613
0,Q571100,Q721420
1,Q294300,Q179532
1,Q156245,Q198698
0,Q461767,Q500990
0,Q420719,Q672044
1,Q415539,Q697262
1,Q512866,Q368114
0,Q588790,Q410085
0,Q311074,Q370777
1,Q219200,Q544989
0,Q599885,Q385651
1,Q644372,Q658138
1,Q487740,Q707671
0,Q477493,Q410782
0,Q610465,Q240127
1,Q499206,Q591460
1,Q458591,Q459907
1,Q688801,Q685446
1,Q131274,Q725558
0,Q044090,Q512605
1,Q231880,Q335873
1,Q668129,Q336145
1,Q276936,Q288579
0,Q275789,Q354504
0,Q263572,Q542762
0,Q644004,Q136448
1,Q504995,Q408938
0,Q667781,Q073765
1,Q000391,Q564061
1,Q114210,Q448710
1,Q397358,Q238107
1,Q666994,Q123639
0,Q256269,Q252151
0,Q033726,Q444179
0,Q023491,Q017166
0,Q667854,Q059443
0,Q562044,Q668571
0,Q210392,Q425214
1,Q303214,Q304910
1,Q433884,Q670320
0,Q295719,Q242939
1,Q625805,Q462538
1,Q559965,Q385185
0,Q598821,Q293439
1,Q537024,Q353607
0,Q230280,Q186470
1,Q177359,Q141027
0,Q353093,Q196012
0,Q289280,Q095724
0,Q584930,Q065287
0,Q378751,Q512132
1,Q404698,Q363664
0,Q411102,Q200556
1,Q266637,Q511956
1,Q159353,Q239832
0,Q703872,Q199004
1,Q399096,Q186128
0,Q166726,Q239341
0,Q409112,Q308889
1,Q119763,Q707359
1,Q388323,Q670055
1,Q344800,Q220539
0,Q579440,Q365103
0,Q132612,Q040798
0,Q548259,Q229301
0,Q201139,Q082804
0,Q444633,Q512855
1,Q535027,Q331755
1,Q526780,Q541375
1,Q687273,Q156251
1,Q596365,Q279757
1,Q227547,Q226902
0,Q631740,Q563229
1,Q067277,Q022001
0,Q151703,Q243578
0,Q648494,Q653938
1,Q622243,Q169292
1,Q309195,Q014710
1,Q566045,Q120362
0,Q646790,Q620463
1,Q538162,Q111179
0,Q070845,Q660095
0,Q654050,Q320225
0,Q188727,Q486166
1,Q004589,Q462025
1,Q193471,Q097393
0,Q664521,Q246502
0,Q364592,Q299214
0,Q362087,Q196441
1,Q351414,Q640525
0,Q092320,Q661170
1,Q114496,Q372618
1,Q417949,Q423163
1,Q575378,Q643200
1,Q539454,Q714964
0,Q582593,Q643706
0,Q202382,Q565336
0,Q663892,Q523064
1,Q672572,Q295090
1,Q280980,Q541378
1,Q588551,Q614609
0,Q172823,Q152426
0,Q296870,Q251234
0,Q156291,Q385337
1,Q588020,Q574248
1,Q722623,Q306609
0,Q395443,Q599493
0,Q199465,Q393279
0,Q412422,Q134304
1,Q009217,Q612261
1,Q692966,Q624831
1,Q189249,Q330183
1,Q076431,Q211657
0,Q002738,Q403932
1,Q130452,Q697402
1,Q244460,Q453630
0,Q182415,Q034469
1,Q557475,Q713631
0,Q430272,Q657310
1,Q394514,Q599422
0,Q317925,Q350408
1,Q386922,Q317783
0,Q067463,Q551733
1,Q065587,Q657286
1,Q448154,Q421623
0,Q017022,Q013392
1,Q472231,Q512499
0,Q274880,Q333226
1,Q208060,Q088760
1,Q156251,Q091024
1,Q351444,Q380086
1,Q074442,Q617142
1,Q295431,Q584804
1,Q070589,Q362663
0,Q484966,Q452782
1,Q192464,Q069904
1,Q353716,Q483306
0,Q022827,Q354023
1,Q688801,Q591563
0,Q039394,Q196382
0,Q534238,Q686635
1,Q498454,Q329543
0,Q616562,Q539633
1,Q633796,Q602747
1,Q698559,Q232813
0,Q472701,Q696263
0,Q471602,Q148586
1,Q671490,Q592882
1,Q278250,Q110437
1,Q657415,Q016660
0,Q107293,Q194450
1,Q718561,Q204888
0,Q267418,Q197065
0,Q135797,Q089330
1,Q313746,Q054848
1,Q295577,Q484300
1,Q280416,Q353442
0,Q065127,Q538728
1,Q636218,Q054959
1,Q354646,Q461007
0,Q407847,Q568104
1,Q101336,Q336486
1,Q094339,Q682110
1,Q205150,Q043558
1,Q533720,Q206051
0,Q209155,Q475584
1,Q466737,Q133914
0,Q073713,Q189203
1,Q704104,Q005290
1,Q502372,Q101892
0,Q487457,Q262315
1,Q304508,Q465534
0,Q174954,Q494290
1,Q563690,Q235004
0,Q071835,Q456445
1,Q658282,Q046178
0,Q715662,Q055304
1,Q025839,Q019501
1,Q513070,Q412041
1,Q688913,Q251634
1,Q312139,Q370506
0,Q688532,Q455675
1,Q122024,Q264109
0,Q565240,Q483750
1,Q675802,Q443728
1,Q158292,Q518163
0,Q361282,Q491212
1,Q584501,Q567746
1,Q427262,Q010262
1,Q229468,Q003291
1,Q608394,Q521713
0,Q237613,Q091943
0,Q093714,Q681427
1,Q546760,Q321173
1,Q542466,Q454329
0,Q216696,Q429815
0,Q040094,Q121356
0,Q219993,Q619128
0,Q659879,Q193993
1,Q523994,Q615632
1,Q354850,Q588344
0,Q636076,Q063959
1,Q624496,Q597410
1,Q512364,Q592957
1,Q599670,Q279788
0,Q424999,Q063972
0,Q413665,Q378553
0,Q591273,Q294584
1,Q133921,Q223684
0,Q096321,Q207303
0,Q694493,Q331422
1,Q456119,Q573974
1,Q364296,Q585165
0,Q202233,Q026629
0,Q646672,Q313787
0,Q637187,Q446897
1,Q154046,Q192973
0,Q438724,Q504903
1,Q519342,Q371443
1,Q318732,Q049878
1,Q578561,Q353942
0,Q253439,Q415964
0,Q669193,Q111606
1,Q381299,Q283750
0,Q601652,Q414681
1,Q196182,Q148579
0,Q183537,Q613818
0,Q595950,Q332036
0,Q487598,Q102142
1,Q069257,Q184657
1,Q209463,Q033264
1,Q073849,Q271678
1,Q408523,Q113170
0,Q045881,Q259067
1,Q110515,Q411044
1,Q114486,Q305311
0,Q488772,Q429661
1,Q031311,Q384325
